#OTU ID,LTEE.5..1,LTEE.5..2,LTEE.5..8,LTEE2.5.13,LTEE.5..4,LTEE.5..5,LTEE5.11,LTEE.5..6,LTEE.5..7,LTEE5.12,LTEE.5..3,LTEE5.9,LTEE.6..1,LTEE.6..2,LTEE.6..8,LTEE2.6.13,LTEE.6..4,LTEE.6..5,LTEE.6..6,LTEE.6..7,LTEE6.12,LTEE.6..3,LTEE6.9,LTEE7.2,LTEE.7..1,LTEE7.4,LTEE7.5,LTEE.7..6,LTEE7.3,LTEE.8..1,LTEE.8..2,LTEE.8..8,LTEE2.8.13,LTEE.8..4,LTEE.8..5,LTEE8.11,LTEE.8..6,LTEE.8..7,LTEE8.12,LTEE.8..3,LTEE8.9,LTEE.9..1,LTEE.9..2,LTEE.9..8,LTEE2.9.13,LTEE.9..4,LTEE.9..5,LTEE9.11,LTEE.9..7,LTEE2.9.12,LTEE.9..3,LTEE9.9,LTEE.13..1,LTEE.13..2,LTEE.13..8,LTEE.13..4,LTEE.13..5,LTEE13.11,LTEE.13..6,LTEE.13..7,LTEE.13..3,LTEE13.9,LTEE.16..1,LTEE.16..2,LTEE.16..8,LTEE.16..4,LTEE.16..5,LTEE16.11,LTEE.16..6,LTEE.16..7,LTEE2.16.12,LTEE.16..3,LTEE16.9,LTEE17.8,LTEE2.17.13,LTEE17.4,LTEE17.5,LTEE2.17.11,LTEE17.6,LTEE17.7,LTEE2.17.12,LTEE17.3,LTEE2.17.9,taxonomy
3979725,0,130,1,0,19,0,0,0,1,4,292,2,1,194,1,6,8,38,1,3,5,258,3,29,0,5,3,6,43,0,4,4,2,0,4,1,12,1,1,172,1,5,24,1,2,1,15,2,2,0,105,0,0,144,2,0,27,10,91,1,235,4,1,212,4,0,5,9,50,2,0,103,2,1,0,0,18,1,62,4,2,147,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
denovo23720,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,26,0,0,0,12,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__; s__
268968,0,0,54,20,0,0,140,0,70,32,0,81,0,1,39,109,0,0,0,130,94,1,79,0,0,0,1,0,1,0,0,33,9,0,4,33,0,10,0,0,159,0,0,34,3,0,0,142,68,1,3,82,0,0,34,2,1,149,0,22,2,70,0,0,59,0,0,92,0,23,5,0,14,46,4,4,0,37,0,119,18,3,10,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__
4451011,5,5,2332,882,5,1,3065,2,1885,1783,7,3472,3,0,1789,3062,3,8,1,4403,2458,3,2480,1,1,5,15,1,1,6,1,1668,502,4,9,1603,4,416,2,2,4586,1,5,1461,275,1,4,4017,1847,3,2,2597,3,1,1055,1,12,4169,5,1342,7,2717,3,3,2352,3,6,4420,2,1260,179,4,467,2536,251,7,8,1214,16,2990,557,3,378,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
1119668,0,9,20,4,1,0,67,0,22,13,73,32,0,27,18,16,0,120,13,41,42,55,43,7,0,0,0,25,1,1,2,7,4,0,0,28,32,9,1,53,83,7,3,25,6,0,0,85,42,0,48,23,0,62,20,0,0,56,224,7,59,24,0,28,35,0,0,44,40,13,2,9,6,29,2,1,0,11,8,43,5,17,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
4454257,0,16,37,8,47,0,58,0,41,26,68,48,1,16,35,40,103,0,0,125,51,60,74,2,0,216,45,0,0,0,3,26,6,0,27,37,0,11,0,37,110,0,1,20,1,0,209,104,19,0,31,56,0,49,18,0,161,97,0,25,55,60,2,20,44,0,86,69,0,21,5,13,12,47,2,1,59,24,0,53,15,46,9,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
denovo76781,58,62,42,26,19,8,40,15,49,46,7,42,44,34,8,0,29,17,2,9,25,20,49,12,57,19,27,6,19,43,5,6,10,1,13,72,8,15,2,11,1,45,3,9,8,21,36,78,3,8,24,44,54,49,42,4,47,29,33,58,2,73,13,5,4,1,0,10,5,6,12,12,33,8,6,13,49,73,10,17,6,0,47,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__Methylotenera; s__mobilis
4395995,0,0,11,10,0,0,2,0,8,12,7,8,0,2,5,0,0,3,0,5,7,3,17,2,0,0,1,0,1,0,1,9,3,0,0,4,0,7,0,5,2,1,0,6,2,0,0,6,5,0,4,15,0,2,7,0,0,0,0,2,5,16,0,0,19,1,0,8,4,7,1,1,4,19,1,0,0,2,0,12,2,3,3,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
denovo81419,0,8,1,0,10,0,8,0,1,0,41,1,0,23,2,4,1,0,0,4,2,19,3,3,0,3,2,0,0,0,1,0,0,0,1,6,0,0,0,28,5,0,1,1,0,0,14,2,1,0,20,4,1,33,1,0,7,3,0,0,59,4,0,22,3,0,0,2,1,1,1,9,0,1,0,0,8,0,0,6,0,6,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
4457829,1,37,6,3,0,9,3,16,6,15,5,51,1,13,17,1,3,0,18,8,89,22,15,22,1,1,1,301,11,1,17,4,0,0,0,4,6,2,3,17,77,1,22,44,1,0,0,45,116,2,3,16,0,6,29,0,6,130,10,7,2,7,6,7,38,0,1,6,9,5,11,3,16,8,2,12,2,1,4,0,1,4,2,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Polynucleobacter; s__
denovo70073,12,2,5,20,1,5,1,0,5,0,1,3,3,2,0,0,4,5,0,1,2,0,1,0,16,3,2,0,0,7,1,1,2,1,1,5,2,3,1,1,0,6,0,2,1,3,3,4,2,2,8,5,15,5,7,2,3,0,14,8,0,5,7,1,0,3,0,0,0,1,5,1,1,1,2,10,0,44,2,1,4,0,11,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae
denovo38936,0,59,0,3,27,1,0,0,0,0,113,1,0,87,1,2,46,45,1,1,0,113,0,21,0,20,7,1,15,0,8,0,0,0,5,0,0,0,0,143,1,2,20,0,1,0,45,0,1,0,47,0,0,100,0,0,60,0,7,1,112,0,0,129,2,0,33,0,19,0,0,35,0,1,0,0,55,0,6,0,0,60,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
denovo20358,0,1,14,17,0,0,3,0,13,13,0,15,0,0,17,7,0,0,0,5,5,0,13,0,0,0,0,0,0,0,0,22,11,0,0,20,0,12,0,0,7,1,0,19,9,0,0,12,16,0,0,16,0,0,14,0,0,3,0,21,0,7,0,0,15,0,0,4,2,18,7,0,4,17,12,0,0,7,0,17,14,0,11,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava
denovo9091,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117,29,0,0,0,24,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
denovo37527,63,6,16,7,1,8,11,1,3,3,0,14,64,8,6,0,20,12,10,7,4,1,0,0,29,0,0,18,0,74,1,0,1,0,2,42,2,7,0,0,1,1,1,3,0,4,6,4,1,0,0,0,40,3,8,2,1,2,13,5,0,10,47,1,1,1,1,6,0,2,2,0,1,6,0,3,35,38,0,4,0,0,1,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
4388385,0,18,4,0,5,0,9,0,1,0,46,2,0,14,1,10,1,0,1,6,4,49,3,3,0,3,0,3,0,0,0,4,0,0,0,6,9,0,0,43,11,0,1,3,0,0,1,8,3,0,28,2,0,29,5,0,2,3,44,0,43,4,1,28,3,0,2,4,1,1,0,13,3,3,0,0,3,1,0,1,1,27,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__
denovo20555,0,2,7,9,2,0,2,0,13,7,0,7,0,2,3,17,1,0,0,9,5,0,22,0,0,1,2,0,3,0,0,13,6,0,1,4,0,7,0,1,3,1,1,4,6,0,1,3,5,0,2,12,0,5,10,0,1,0,1,8,1,9,0,8,8,0,4,5,0,8,5,1,7,5,5,0,3,5,0,19,13,0,12,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hylemonella; s__
denovo5183,0,15,18,18,7,0,0,0,9,24,8,11,1,21,20,0,4,7,0,8,23,13,22,4,0,15,2,1,4,1,1,24,21,0,1,17,1,6,1,10,1,1,8,16,17,1,3,11,22,0,19,15,0,10,20,0,3,2,2,7,2,14,0,1,26,0,4,3,7,17,6,24,13,14,9,0,2,7,13,19,20,6,11,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
denovo9801,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,103,0,0,0,20,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1114798,9,8,3,1,4,2,0,4,2,0,0,0,1,5,1,0,7,1,2,0,1,1,2,3,8,0,4,3,3,8,6,4,3,5,7,2,5,7,2,1,0,11,7,3,4,5,0,1,2,8,5,2,4,0,5,27,3,0,2,9,0,1,6,0,3,0,2,0,8,3,8,8,3,0,3,0,1,1,3,1,4,0,7,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__
denovo12055,0,18,3,0,18,0,5,0,1,1,79,6,0,45,0,4,6,2,0,4,4,99,10,1,0,30,6,0,2,0,1,0,1,0,3,4,0,0,0,93,15,0,1,1,0,0,16,10,5,0,38,6,0,50,1,0,27,10,2,1,86,1,0,40,5,0,8,9,0,1,0,7,0,5,0,0,9,0,0,3,0,21,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae
denovo75330,1,6,1,0,13,0,1,0,0,1,51,4,0,17,2,1,3,0,0,4,0,43,12,2,0,5,2,0,0,0,0,0,0,0,4,2,0,0,0,18,4,0,1,2,0,0,21,1,1,0,17,1,0,21,0,0,25,3,0,0,41,3,0,18,1,0,7,3,0,0,0,5,1,3,0,0,15,0,0,1,0,15,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae
4451302,48,36,17,34,5,13,0,10,12,25,0,9,22,7,12,1,13,1,12,4,4,0,8,28,52,6,21,24,32,20,21,8,16,10,12,23,8,22,15,0,1,32,12,10,15,16,3,13,7,20,5,18,60,10,13,2,5,0,23,36,0,16,36,1,9,13,8,2,8,10,31,12,44,13,23,16,11,16,20,10,22,4,44,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__
denovo80856,0,49,82,184,28,0,14,0,89,106,2,60,0,89,137,14,22,7,10,36,36,12,131,42,0,12,22,13,56,0,19,159,277,1,16,93,26,95,11,8,16,20,47,80,262,0,5,17,104,1,44,75,0,24,105,0,11,7,12,125,2,52,1,15,102,0,23,28,60,134,151,84,144,113,250,0,16,48,54,59,261,21,247,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__
140359,13721,10526,7819,13011,13513,19289,39,26236,10370,12953,991,2449,5024,9866,11744,63,11434,6079,23659,2253,3874,1787,4417,24753,12013,11788,20722,20611,23113,12265,24394,16925,19501,27864,22286,5953,23736,23150,26952,2999,204,21896,25205,14379,22263,24977,2840,2448,12256,26164,9573,7600,12441,4182,13525,2775,2691,417,6683,11479,327,4520,13968,464,9950,27233,17899,556,21504,17555,22140,20297,20544,7879,22233,12551,6601,1086,23021,4638,18709,5005,20283,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
2119418,0,0,52,8,0,6,127,0,74,33,5,88,0,2,48,55,1,19,0,165,110,0,110,0,0,3,1,3,1,2,0,49,12,0,0,48,1,10,0,0,141,0,0,28,2,2,2,133,64,0,0,76,0,2,31,27,5,152,6,63,0,86,2,0,66,0,0,94,2,41,2,0,12,69,4,24,0,20,3,101,13,2,2,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4419276,4,1963,2,0,4664,0,4,1,1,2,6722,2,3,3569,5,5,3876,179,2,3,3,5352,6,186,2,5310,2601,6,439,0,120,0,0,3,1535,7,7,1,3,5025,9,7,272,3,1,1,7520,10,4,1,4082,4,2,3939,5,1,10560,4,47,3,6523,4,4,3120,5,3,2715,4,20,2,1,1366,1,3,0,4,4574,0,21,4,2,7427,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
4428924,49,21,17,6,3,22,3,7,18,7,2,9,21,7,7,0,16,29,5,2,9,11,8,3,61,4,6,6,7,30,2,2,0,3,6,16,5,7,1,3,0,29,0,4,0,7,12,21,2,1,8,8,50,19,28,6,20,4,54,38,1,27,19,6,3,1,4,2,6,5,3,7,13,0,0,20,10,16,0,5,0,2,2,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
119663,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,216,10,3,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,4,0,93,7,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae
denovo26765,17,1,6,4,0,2,4,2,1,3,0,12,39,1,6,0,4,0,4,1,2,0,4,3,6,0,3,6,2,11,0,0,1,0,3,15,2,3,0,0,0,4,0,0,0,1,3,9,1,2,0,2,17,5,7,2,6,4,8,32,0,30,16,1,3,0,0,3,0,0,1,0,7,3,0,6,4,17,0,0,1,0,19,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae
4350881,0,9,109,170,15,0,152,0,53,78,41,176,0,20,109,312,5,15,0,139,90,38,179,5,0,13,4,0,10,1,3,111,50,0,2,90,4,19,0,26,184,3,3,45,72,0,3,108,69,1,20,117,0,25,70,0,24,123,16,77,41,111,0,27,121,0,2,178,12,70,51,12,31,156,98,0,8,236,19,131,104,22,54,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae
125270,0,0,0,0,0,0,0,0,1,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,0,0,0,16,2,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
denovo24900,0,0,2,0,0,0,2,1,2,0,0,0,0,0,6,55,3,16,0,2,96,0,1,1,22,27,8,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,1,0,12,3750,15,342,429,10,9,9,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia
denovo37197,38,11,19,18,2,3,7,2,6,7,1,9,27,12,7,0,22,8,12,3,3,2,9,1,24,0,5,1,17,54,2,2,2,0,2,34,2,7,1,0,1,8,2,1,1,10,4,7,1,3,4,7,24,11,15,2,2,2,10,14,0,17,21,14,2,3,1,4,4,4,9,1,6,6,2,6,16,21,2,1,2,0,22,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
denovo239,0,0,8,4,0,0,6,0,8,8,0,23,0,0,11,7,0,0,0,17,4,0,20,0,0,0,0,0,0,0,0,8,1,0,0,13,0,3,0,0,28,0,0,6,0,0,0,16,8,0,0,14,0,0,3,0,1,4,0,8,0,13,0,11,14,0,0,23,1,11,2,0,7,17,2,0,0,11,1,3,1,0,3,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava
denovo23964,0,1,5,0,0,2,0,2,6,2,7,16,0,1,0,3,5,0,3,0,0,4,2,3,1,1,2,7,21,0,0,0,3,1,2,3,3,8,3,0,16,0,1,2,2,1,0,0,0,1,1,10,0,7,2,1,0,0,2,7,4,1,9,25,0,0,0,0,1,0,1,1,7,0,3,49,3,0,3,0,0,1,5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
2458172,0,0,19,3,0,0,14,0,10,13,0,12,0,0,8,7,0,0,0,17,21,0,25,0,0,0,0,0,0,0,0,7,0,0,0,18,0,3,0,0,36,0,0,8,4,0,0,22,18,0,0,14,0,0,9,0,0,36,0,4,0,9,0,0,23,0,0,21,0,8,0,0,3,10,2,0,0,4,1,9,3,0,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__
1139932,0,9,113,49,1,2,329,0,114,87,40,203,1,19,95,205,1,482,2,201,149,40,163,6,1,1,0,5,2,0,1,104,33,0,1,215,5,31,1,36,302,9,2,100,14,1,0,361,144,0,29,163,0,27,58,0,0,344,52,65,48,131,2,21,154,1,1,266,16,100,8,11,22,131,18,0,3,96,12,208,26,31,19,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
211171,0,1,26,3,0,0,41,0,11,12,6,23,1,0,8,19,0,56,0,28,49,4,24,0,0,0,0,3,1,0,1,9,3,0,0,6,3,1,0,5,33,4,0,11,1,0,0,49,16,0,1,20,0,3,10,0,0,40,12,7,11,27,0,1,26,0,0,50,50,17,1,1,4,19,1,8,0,6,37,27,1,6,3,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
denovo40374,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,8,0,0,0,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__
4422388,0,0,44,5,0,0,71,0,34,25,0,51,0,1,18,27,0,0,1,38,17,0,58,0,0,1,0,0,0,0,0,11,0,0,0,61,0,7,1,1,43,0,0,10,0,0,0,85,27,0,1,46,0,0,32,0,0,41,0,54,0,59,0,0,26,0,1,35,0,16,1,0,8,23,0,0,0,35,0,28,1,0,3,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
4466646,3,89,0,0,1,1,0,0,0,0,15,8,2,10,0,0,4,1,0,1,0,4,1,28,1,0,0,0,2,1,31,2,0,0,0,3,0,1,0,0,8,1,19,1,0,1,0,2,0,0,0,0,6,307,0,0,1,0,1,0,3,1,33,289,0,0,0,2,0,0,0,4,0,0,0,8,0,0,0,0,0,2,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
4481624,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,189,2,0,1,0,19,0,91,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
93726,26,13,20,32,20,26,1,35,13,31,3,5,6,15,21,0,33,10,37,6,10,2,11,72,16,19,62,48,70,25,32,25,46,40,52,24,40,38,78,4,2,45,43,32,49,45,3,5,24,48,17,23,15,12,32,3,7,1,9,23,0,16,39,0,19,35,22,3,35,26,37,29,55,23,44,37,16,3,63,11,35,14,26,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__
133961,0,1,0,3,16,1,2,0,0,1,14,2,0,7,0,3,8,0,0,2,3,15,1,0,0,24,15,0,3,0,0,0,0,0,7,2,0,0,0,17,2,0,0,1,0,0,5,3,2,0,13,5,0,11,1,0,23,4,0,1,17,2,0,5,0,0,3,6,2,0,0,6,0,2,0,0,12,0,1,2,1,10,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
denovo21903,3,2,2,3,2,2,0,3,6,2,1,4,6,2,4,0,1,1,6,3,3,3,3,1,1,0,2,8,2,1,0,5,0,2,4,9,0,5,2,1,1,1,0,5,3,1,0,5,4,1,3,3,3,4,5,1,1,1,4,7,1,2,91,0,2,0,1,0,2,3,1,0,1,5,1,1,3,1,2,4,1,1,5,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
denovo25929,83,15,42,71,25,32,0,25,4,30,0,16,80,20,56,0,88,10,103,14,9,6,4,9,29,8,9,105,5,166,17,5,12,11,35,52,45,24,12,1,0,10,3,18,18,17,7,4,22,35,1,2,39,7,17,1,6,1,13,6,0,12,128,4,4,49,18,6,28,33,14,5,10,16,40,10,45,25,25,6,59,1,22,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
denovo22893,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
denovo8095,21,1,7,3,1,2,9,1,2,3,2,18,10,1,4,0,13,8,6,7,4,1,2,0,15,0,1,1,0,19,0,0,0,0,1,26,0,0,0,1,3,0,1,2,0,0,2,1,1,0,0,2,7,5,2,2,3,5,7,4,0,11,7,3,0,0,0,11,1,0,0,0,0,2,0,5,14,16,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
4456889,0,0,12,5,1,0,21,0,12,12,3,15,0,0,10,10,1,0,0,18,10,1,6,0,0,0,0,0,0,0,0,11,2,0,1,6,0,1,0,0,27,0,0,11,0,1,0,16,11,0,4,20,0,1,6,0,7,15,3,9,3,11,0,1,10,0,2,18,1,5,0,0,2,8,2,0,1,5,0,15,2,0,2,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
denovo43794,0,0,0,0,0,0,0,0,0,0,2,0,191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,193,0,0,0,68,8,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__; s__
4473756,0,587,1,27,152,1,11,0,8,6,1814,11,0,785,9,25,100,1589,104,12,5,1890,8,137,0,159,19,198,205,0,93,4,6,0,23,10,258,3,37,1699,21,140,162,3,1,0,192,6,7,4,1006,11,1,1155,2,26,177,3,2241,4,1686,11,1,1315,10,0,85,24,560,2,3,363,2,10,6,1,157,27,540,15,9,1046,6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__
denovo58601,63,23,17,43,3,18,18,2,20,52,0,32,36,12,7,0,19,25,6,1,27,9,28,15,65,10,28,3,36,24,6,0,9,2,11,67,1,7,8,2,1,47,4,10,5,18,14,93,4,2,10,52,67,16,39,20,15,16,70,38,0,76,16,5,0,1,4,12,3,3,7,3,42,14,4,93,71,158,7,28,2,1,33,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
847670,0,1,0,0,0,0,0,0,0,0,0,0,2575,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,972,0,0,0,0,1,0,50,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
4298361,0,1,17,118,1,0,56,0,23,36,0,49,0,1,17,289,0,0,0,28,59,2,50,0,0,0,0,0,0,0,0,13,78,0,0,36,1,7,2,1,55,0,0,19,80,0,0,34,30,0,2,36,0,1,18,0,2,59,0,15,1,40,1,2,30,0,1,67,0,13,43,0,8,43,45,0,0,225,2,41,87,0,48,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__
denovo21680,0,10,17,6,1,0,14,0,17,7,1,22,0,7,5,1,7,1,0,10,9,9,36,0,0,2,4,0,1,0,0,0,1,0,1,20,0,1,0,0,1,0,0,3,1,0,7,29,1,0,5,13,0,8,11,0,17,10,1,14,0,22,0,0,4,0,2,5,1,3,0,3,3,9,1,0,13,19,0,11,0,1,1,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae
